High,Volume,Date
175.77948480311008,84267900,2023-09-13
174.58977763559852,60895800,2023-09-14
174.9863213204115,109205100,2023-09-15
177.8416216381054,67257600,2023-09-18
178.08949677364237,51826900,2023-09-19
178.1588871164402,58436200,2023-09-20
174.78803946069445,63047900,2023-09-21
175.56135441857745,56725400,2023-09-22
175.45231307707115,46172700,2023-09-25
173.6974637546494,64588900,2023-09-26
171.5560010147378,66921800,2023-09-27
170.5546549284134,56294400,2023-09-28
171.58574835004077,51814200,2023-09-29
172.8052044328195,52164500,2023-10-02
172.14094058886474,49594600,2023-10-03
172.71598631340495,53020300,2023-10-04
173.94535074695764,48527900,2023-10-05
176.46356172729125,57224100,2023-10-06
177.51446959158443,42390800,2023-10-09
178.17870301308767,43698000,2023-10-10
178.30761560829964,47551100,2023-10-11
180.77624333047945,56743100,2023-10-12
180.3697497847248,51427100,2023-10-13
177.5441995976702,52517000,2023-10-16
176.88984988971393,57549400,2023-10-17
176.05706860986896,54764400,2023-10-18
176.31484005715805,59302900,2023-10-19
173.9155794449356,64189300,2023-10-20
172.5176595517305,55980100,2023-10-23
172.18058368172586,43816600,2023-10-24
171.57584256593557,57157000,2023-10-25
169.91025482669738,70625300,2023-10-26
167.5110029440003,58499100,2023-10-27
169.70203248533966,51131000,2023-10-30
169.43435579022267,44846000,2023-10-31
172.73579212701503,56934900,2023-11-01
176.25535548295753,77334800,2023-11-02
175.3035803991637,79763700,2023-11-03
177.8911986418375,63841300,2023-11-06
180.87538968418903,70530000,2023-11-07
181.8767129123944,49340300,2023-11-08
182.54096853276508,53763500,2023-11-09
185.2136688107188,66133400,2023-11-10
184.67759686655455,43627500,2023-11-13
186.74245888927783,60108400,2023-11-14
188.12236184083608,53790500,2023-11-15
189.57175373642212,54412900,2023-11-16
188.99597562451044,50922700,2023-11-17
190.51484429092645,46505100,2023-11-20
190.1276661417232,38134500,2023-11-21
191.52740733771327,39617700,2023-11-22
189.5121752287953,24048300,2023-11-24
189.28385517880056,40552600,2023-11-27
189.690872461515,38415400,2023-11-28
190.693513100917,43014200,2023-11-29
188.93641225844013,48794400,2023-11-30
190.16738195236096,45679300,2023-12-01
188.66835941071503,43389500,2023-12-04
192.986710905306,66628400,2023-12-05
193.34409300404036,41089700,2023-12-06
193.58235469178888,47477700,2023-12-07
194.565179405056,53377300,2023-12-08
192.08334803730577,60943700,2023-12-11
193.30440121762783,52696900,2023-12-12
196.56056130389416,70404200,2023-12-13
198.16878635020208,66831600,2023-12-14
196.9576655039482,128256700,2023-12-15
195.20052232582975,55751900,2023-12-18
195.5181921115413,40714100,2023-12-19
196.2428918785589,52242800,2023-12-20
195.6472556118269,46482500,2023-12-21
193.9893742892729,37122800,2023-12-22
192.48043504376977,28919300,2023-12-26
192.0932959838613,48087700,2023-12-27
193.24484932489415,34049900,2023-12-28
192.98672576072192,42628800,2023-12-29
187.0700369449825,82488700,2024-01-02
184.5286619910614,58414500,2024-01-03
181.7589539428833,71983600,2024-01-04
181.43135417752765,62303300,2024-01-05
184.2507162227342,59144500,2024-01-08
183.80397397190293,42841800,2024-01-09
185.04490590225785,46792900,2024-01-10
185.69017636593316,49128400,2024-01-11
185.382420570264,40444700,2024-01-12
182.9204536449405,65603000,2024-01-16
181.60009595806468,47317400,2024-01-17
187.76495384502812,78005800,2024-01-18
190.55453778649465,68741000,2024-01-19
193.90995662610305,60133900,2024-01-22
194.32694137960476,42355600,2024-01-23
194.95235131957728,53631300,2024-01-24
194.84314692565724,54822100,2024-01-25
193.3441028913112,44594000,2024-01-26
190.80272021826383,47145600,2024-01-29
190.40564874926812,55859400,2024-01-30
185.7398164976455,55467800,2024-01-31
185.59089847447947,64885400,2024-02-01
185.96812234304272,102518000,2024-02-02
187.87417583998956,69668800,2024-02-05
187.9337347140823,43490800,2024-02-06
189.66108145721643,53439000,2024-02-07
188.16205980044836,40962000,2024-02-08
188.8494643803939,45155200,2024-02-09
187.53741474171235,41781900,2024-02-12
185.09215835173688,56529500,2024-02-13
184.41623036442277,54630500,2024-02-14
183.3824789542038,65434500,2024-02-15
183.7403213725013,49701400,2024-02-16
181.33483464555084,53665600,2024-02-20
181.7920799507102,41529700,2024-02-21
183.8496838430312,52292200,2024-02-22
183.929193115328,45119700,2024-02-23
181.6628805565922,40867400,2024-02-26
182.8159102315647,54318900,2024-02-27
182.0207090697704,48953900,2024-02-28
181.47401381447332,136682600,2024-02-29
179.44625436004063,73488000,2024-03-01
175.838040881393,81510100,2024-03-04
171.00721175997333,95132400,2024-03-05
170.2120353375331,68587700,2024-03-06
169.7050685827557,71765100,2024-03-07
172.6572499858552,76114600,2024-03-08
173.33318674250597,60139500,2024-03-11
172.98527928876703,59825400,2024-03-12
172.15030736266894,52488700,2024-03-13
173.26358975503445,72913500,2024-03-14
171.58372497558594,121664700,2024-03-15
176.64319229534289,75604200,2024-03-18
175.54978158656556,55215200,2024-03-19
177.59742736816406,53423100,2024-03-20
176.42450322724187,106181300,2024-03-21
172.01115512427612,71106600,2024-03-22
170.90782428626645,54288300,2024-03-25
170.39094937582044,57388400,2024-03-26
172.55785986634996,60273300,2024-03-27
171.1960744249358,65672700,2024-03-28
170.22195467216173,46240500,2024-04-01
168.3234297194346,49329500,2024-04-02
169.6553768320082,47691700,2024-04-03
170.8879300889726,53704400,2024-04-04
169.3671161921521,42055200,2024-04-05
168.1842794442996,37425500,2024-04-08
169.05900112515698,42451200,2024-04-09
168.07491474927153,49709300,2024-04-10
174.4067040844594,91070300,2024-04-11
